timestamp,machine_id,temperature,motor_current,vibration,speed,pressure,state
2026-01-01T06:00:00,PUMP-001,0.49714072618048827,-0.14580929622027272,0.6453544541647281,1.5254230464939826,-0.2487907818893751,normal
2026-01-01T06:00:01,PUMP-001,-0.22865297852811564,1.571576673188064,0.7640904262941501,-0.4655204815548353,0.5361379532984226,normal
2026-01-01T06:00:02,PUMP-001,-0.45667440937086384,-0.47369206569986144,0.24025525513493656,-1.9073070685671185,-1.7482059298763253,normal
2026-01-01T06:00:03,PUMP-001,-0.5550365952246014,-1.0194969197725927,0.3120955071796286,-0.9028491000530205,-1.4312154791274077,normal
2026-01-01T06:00:04,PUMP-001,1.4598978786276489,-0.2337778441294318,0.06664131269359637,-1.4180581574618445,-0.5607496381819633,normal
2026-01-01T06:00:05,PUMP-001,0.11412433581065261,-1.1574475971755915,0.37395794644033553,-0.5953212130725627,-0.3041383209090282,normal
2026-01-01T06:00:06,PUMP-001,-0.5937853351063768,1.843479457634553,-0.014178970856682262,-1.0526191748811664,0.8179072428530175,normal
2026-01-01T06:00:07,PUMP-001,-1.209294164766865,0.20006703987709906,-1.9568591198985659,-1.3222053095718276,0.18392634135517796,normal
2026-01-01T06:00:08,PUMP-001,0.7375816249340642,0.16407990664153477,-0.11695044253172775,-0.2977779977473113,-1.5016578015160575,normal
2026-01-01T06:00:09,PUMP-001,-0.7115218909009949,-0.46769421016060225,1.053446997029715,0.3472317911792346,-1.7884586855269815,normal
2026-01-01T06:00:10,PUMP-001,0.32575206901110415,-0.39372065850971766,-0.6767057397132878,0.6148209915388557,1.0242026155626334,normal
2026-01-01T06:00:11,PUMP-001,0.9293382094771998,-0.847558394313784,-0.3095222292626385,0.33525018519298244,0.9688550765429802,normal
2026-01-01T06:00:12,PUMP-001,-0.4720745495802897,-0.193792140534359,-1.1047539081462447,-1.19040764372306,0.8078440539403545,normal
2026-01-01T06:00:13,PUMP-001,1.3511033397288108,-0.0798328852884034,1.0005645892745945,0.36520420015861277,-0.6613815273086021,normal
2026-01-01T06:00:14,PUMP-001,0.36301047274358755,1.529591684413239,-0.0371279402598475,1.5653617331148193,-2.648861337559763,normal
2026-01-01T06:00:15,PUMP-001,0.8205436705783758,0.08010992909188244,-0.2995444164786535,0.09561806546795146,-2.0148804360619232,normal
