timestamp,machine_id,temperature,motor_current,vibration,speed,pressure,state
2026-01-01T06:00:00,LATHE-002,45.993,12.293,0.1824,3230.46,8.383,normal
2026-01-01T06:00:01,LATHE-002,44.532,14.869,0.1884,3190.61,8.771,normal
2026-01-01T06:00:02,LATHE-002,44.073,11.801,0.1621,3161.73,7.638,normal
2026-01-01T06:00:03,LATHE-002,43.875,10.981,0.1657,3181.84,7.794,normal
2026-01-01T06:00:04,LATHE-002,47.931,12.161,0.1534,3171.51,8.228,normal
2026-01-01T06:00:05,LATHE-002,45.222,10.774,0.1688,3187.99,8.354,normal
2026-01-01T06:00:06,LATHE-002,43.797,15.278,0.1493,3178.85,8.911,normal
2026-01-01T06:00:07,LATHE-002,42.558,12.813,0.052,3173.44,8.598,normal
2026-01-01T06:00:08,LATHE-002,46.477,12.757,0.1442,3193.98,7.761,normal
2026-01-01T06:00:09,LATHE-002,43.56,11.809,0.2029,3206.87,7.618,normal
2026-01-01T06:00:10,LATHE-002,45.648,11.922,0.1162,3212.23,9.015,normal
2026-01-01T06:00:11,LATHE-002,46.863,11.241,0.1345,3206.63,8.988,normal
2026-01-01T06:00:12,LATHE-002,44.042,12.222,0.0947,3176.08,8.906,normal
2026-01-01T06:00:13,LATHE-002,47.712,12.392,0.2002,3207.23,8.177,normal
2026-01-01T06:00:14,LATHE-002,45.723,14.807,0.1482,3231.29,7.19,normal
2026-01-01T06:00:15,LATHE-002,46.644,12.631,0.135,3201.84,7.506,normal
2026-01-01T06:00:16,LATHE-002,44.561,13.036,0.2239,3189.63,8.096,normal
2026-01-01T06:00:17,LATHE-002,43.996,13.873,0.1664,3189.4,8.757,normal
2026-01-01T06:00:18,LATHE-002,45.194,13.953,0.1149,3193.45,8.304,normal
2026-01-01T06:00:19,LATHE-002,42.073,12.944,0.1631,3200.1,8.383,normal
2026-01-01T06:00:20,LATHE-002,42.169,11.869,0.1329,3183.95,8.419,normal
2026-01-01T06:00:21,LATHE-002,45.808,15.329,0.1587,3205.15,8.463,normal
2026-01-01T06:00:22,LATHE-002,41.162,12.46,0.153,3249.26,8.404,normal
